supplement,date
48166,1980-04-24
48167,1980-04-25
48170,1980-04-28
48171,1980-04-28
48176,1980-05-02
48187,1980-05-19
48188,1980-05-19
48192,1980-05-22
48193,1980-05-23
48194,1980-05-23
48205,1980-06-09
48206,1980-06-10
48212,1980-06-13
48213,1980-06-13
48214,1980-06-13
48215,1980-06-13
48216,1980-06-13
48217,1980-06-13
48218,1980-06-13
48219,1980-06-13
48220,1980-06-13
48221,1980-06-13
48222,1980-06-13
48229,1980-06-23
48230,1980-06-23
48236,1980-06-30
48237,1980-06-30
48238,1980-06-30
48242,1980-07-03
48245,1980-07-08
48246,1980-07-07
48259,1980-07-24
48260,1980-07-24
48263,1980-07-28
48267,1980-08-01
48269,1980-08-04
48270,1980-08-04
48281,1980-08-18
48282,1980-08-19
48285,1980-08-21
48287,1980-08-22
48288,1980-08-22
48294,1980-09-01
48295,1980-09-01
48296,1980-09-02
48300,1980-09-08
48301,1980-09-08
48302,1980-09-08
48307,1980-09-15
48308,1980-09-15
48309,1980-09-15
48313,1980-09-19
48316,1980-09-22
48322,1980-09-29
48323,1980-09-29
48327,1980-10-02
48328,1980-10-02
48331,1980-10-06
48337,1980-10-13
48338,1980-10-13
48339,1980-10-13
48341,1980-10-15
48343,1980-10-16
48345,1980-10-20
48346,1980-10-20
48350,1980-10-24
48353,1980-10-27
48354,1980-10-28
48355,1980-10-29
48357,1980-10-31
48360,1980-11-03
48361,1980-11-04
48366,1980-11-10
48370,1980-11-13
48373,1980-11-17
48374,1980-11-18
48379,1980-11-24
48380,1980-11-24
48381,1980-11-25
48383,1980-11-27
48386,1980-12-01
48387,1980-12-01
48388,1980-12-01
48389,1980-12-02
48394,1980-12-08
48400,1980-12-15
48453,1980-12-15
48457,1980-12-18
48458,1980-12-19
48460,1980-12-22
48461,1980-12-22
48467,1980-12-30
48468,1980-12-30
48469,1980-12-30
48470,1980-12-30
48471,1980-12-30
48472,1980-12-30
48473,1980-12-30
48474,1980-12-30
48475,1980-12-30
48476,1980-12-30
48477,1980-12-30
48478,1980-12-30
48483,1981-01-05
48487,1981-01-08
48490,1981-01-12
48491,1981-01-13
48494,1981-01-16
48495,1981-01-15
48498,1981-01-19
48499,1981-01-20
48502,1981-01-23
48505,1981-01-26
48506,1981-01-27
48511,1981-02-02
48512,1981-02-02
48514,1981-02-04
48518,1981-02-09
48519,1981-02-10
48522,1981-02-12
48523,1981-02-12
48526,1981-02-16
48532,1981-02-23
48533,1981-02-23
48535,1981-02-25
48537,1981-02-26
48540,1981-03-02
48541,1981-03-02
48542,1981-03-03
48547,1981-03-09
48548,1981-03-09
48554,1981-03-16
48558,1981-03-20
48559,1981-03-20
48561,1981-03-23
48562,1981-03-23
48568,1981-03-30
48574,1981-04-06
48578,1981-04-09
48581,1981-04-13
48582,1981-04-14
48583,1981-04-13
48584,1981-04-13
48585,1981-04-14
48587,1981-04-16
48588,1981-04-16
48589,1981-04-16
48590,1981-04-16
48600,1981-05-01
48606,1981-05-11
48607,1981-05-11
48608,1981-05-12
48614,1981-05-19
48619,1981-05-22
48625,1981-06-01
48626,1981-06-01
48627,1981-06-01
48633,1981-06-08
48634,1981-06-08
48639,1981-06-12
48640,1981-06-12
48641,1981-06-12
48642,1981-06-12
48643,1981-06-12
48644,1981-06-12
48645,1981-06-12
48646,1981-06-12
48647,1981-06-12
48648,1981-06-12
48650,1981-06-15
48651,1981-06-15
48655,1981-06-18
48656,1981-06-18
48659,1981-06-22
48665,1981-06-29
48674,1981-07-09
48677,1981-07-13
48683,1981-07-20
48684,1981-07-20
48685,1981-07-20
48695,1981-08-03
48696,1981-08-03
48702,1981-08-11
48703,1981-08-11
48704,1981-08-11
48710,1981-08-17
48716,1981-08-24
48717,1981-08-24
48721,1981-08-27
48723,1981-08-28
48725,1981-09-02
48734,1981-09-14
48735,1981-09-14
48739,1981-09-17
48740,1981-09-17
48743,1981-09-22
48745,1981-09-24
48748,1981-09-28
48752,1981-10-01
48753,1981-10-02
48755,1981-10-05
48756,1981-10-05
48762,1981-10-12
48766,1981-10-15
48767,1981-10-15
48770,1981-10-19
48776,1981-10-26
48780,1981-10-30
48782,1981-11-02
48786,1981-11-05
48789,1981-11-09
48793,1981-11-12
48796,1981-11-16
48800,1981-11-19
48803,1981-11-23
48806,1981-11-26
48809,1981-11-30
48811,1981-12-02
48815,1981-12-07
48817,1981-12-09
48821,1981-12-14
48822,1981-12-14
48823,1981-12-14
48825,1981-12-16
48827,1981-12-17
48830,1981-12-21
48833,1981-12-24
48834,1981-12-24
48838,1981-12-30
48839,1981-12-30
48840,1981-12-30
48841,1981-12-30
48842,1981-12-30
48843,1981-12-30
48844,1981-12-30
48846,1981-12-30
48848,1981-12-30
48852,1982-01-04
48858,1982-01-11
48862,1982-01-14
48865,1982-01-18
48866,1982-01-19
48869,1982-01-21
48872,1982-01-25
48876,1982-01-28
48879,1982-02-01
48885,1982-02-08
48888,1982-02-11
48891,1982-02-15
48892,1982-02-15
48898,1982-02-22
48899,1982-02-22
48900,1982-02-22
48901,1982-02-22
48905,1982-02-25
48913,1982-03-08
48914,1982-03-08
48918,1982-03-11
48921,1982-03-15
48922,1982-03-15
48928,1982-03-22
48929,1982-03-22
48933,1982-03-25
48940,1982-04-02
48942,1982-04-05
48943,1982-04-05
48947,1982-04-08
48949,1982-04-13
48954,1982-04-19
48955,1982-04-19
48957,1982-04-20
48960,1982-04-22
48961,1982-04-22
48964,1982-04-26
48965,1982-04-26
48970,1982-04-30
48976,1982-05-10
48977,1982-05-10
48981,1982-05-14
48983,1982-05-17
48987,1982-05-20
48990,1982-05-24
48995,1982-05-31
48999,1982-06-03
49002,1982-06-07
49003,1982-06-07
49008,1982-06-11
49009,1982-06-11
49010,1982-06-11
49011,1982-06-11
49012,1982-06-11
49013,1982-06-11
49014,1982-06-11
49015,1982-06-11
49016,1982-06-11
49017,1982-06-11
49018,1982-06-11
49020,1982-06-14
49021,1982-06-14
49028,1982-06-21
49032,1982-06-24
49033,1982-06-25
49035,1982-06-28
49036,1982-06-28
49047,1982-07-12
49048,1982-07-12
49051,1982-07-14
49055,1982-07-19
49056,1982-07-19
49062,1982-07-26
49063,1982-07-26
49069,1982-08-02
49070,1982-08-02
49071,1980-08-02
49075,1982-08-06
49077,1982-08-09
49081,1982-08-13
49083,1982-08-16
49084,1982-08-16
49090,1982-08-23
49105,1982-09-13
49109,1982-09-16
49110,1982-09-16
49114,1982-09-20
49115,1982-09-20
49119,1982-09-23
49122,1982-09-27
49123,1982-09-27
49129,1982-10-04
49132,1982-10-07
49133,1982-10-08
49134,1982-10-08
49136,1982-10-11
49139,1982-10-14
49140,1982-10-15
49141,1982-10-18
49142,1982-10-18
49143,1982-10-18
49147,1982-10-21
49150,1982-10-25
49156,1982-11-01
49162,1982-11-08
49166,1982-11-11
49174,1982-11-22
49180,1982-11-29
49181,1982-11-29
49185,1982-12-02
49188,1982-12-07
49194,1982-12-13
49195,1982-12-13
49196,1982-12-13
49198,1982-12-14
49203,1982-12-20
49204,1982-12-21
49212,1982-12-30
49213,1982-12-30
49214,1982-12-30
49215,1982-12-30
49216,1982-12-30
49217,1982-12-30
49218,1982-12-30
49219,1982-12-30
49220,1982-12-30
49221,1982-12-30
49222,1982-12-30
49223,1982-12-30
49226,1982-12-31
49237,1983-01-17
49238,1983-01-17
49239,1983-01-17
49245,1983-01-24
49250,1983-01-31
49251,1983-01-31
49257,1983-02-07
49258,1983-02-07
49259,1983-02-07
49265,1983-02-14
49271,1983-02-21
49277,1983-02-28
49288,1983-03-14
49292,1983-03-17
49293,1983-03-17
49296,1983-03-21
49300,1983-03-24
49303,1983-03-28
49306,1983-03-31
49307,1983-03-31
49309,1983-04-06
49311,1982-04-07
49314,1983-04-11
49315,1983-04-11
49319,1983-04-14
49322,1983-04-18
49323,1983-04-18
49326,1983-04-20
49329,1983-04-25
49330,1983-04-25
49334,1983-04-28
49336,1983-04-29
49337,1983-04-29
49341,1983-05-05
49344,1983-05-09
49345,1983-05-09
49349,1983-05-12
49352,1983-05-16
49358,1983-05-23
49363,1983-05-27
49364,1983-05-27
49370,1983-06-06
49375,1983-06-10
49376,1983-06-10
49377,1983-06-10
49378,1983-06-10
49379,1983-06-10
49381,1983-06-10
49382,1983-06-10
49383,1983-06-10
49385,1983-06-13
49386,1983-06-13
49392,1983-06-20
49393,1983-06-20
49398,1982-06-27
49399,1983-06-27
49400,1983-06-27
49406,1983-07-04
49412,1983-07-11
49413,1983-07-11
49414,1983-07-11
49420,1983-07-18
49424,1983-07-21
49427,1983-07-25
49431,1983-07-28
49434,1983-08-01
49440,1983-08-08
49441,1983-08-08
49442,1983-08-08
49445,1983-08-11
49446,1983-08-11
49449,1983-08-15
49455,1983-08-22
49460,1983-08-26
49461,1983-08-26
49467,1983-09-05
49468,1983-09-05
49472,1983-09-08
49475,1983-09-12
49482,1983-09-19
49483,1983-09-19
49489,1983-09-26
49493,1983-09-29
49496,1983-10-03
49497,1983-10-03
49503,1983-10-10
49509,1983-10-17
49510,1983-10-17
49512,1983-10-18
49517,1983-10-24
49521,1983-10-27
49522,1982-10-27
49525,1983-10-31
49526,1983-10-31
49532,1983-11-07
49533,1983-11-07
49539,1983-11-14
49545,1983-11-21
49549,1983-11-24
49552,1983-11-28
49553,1983-11-28
49555,1983-11-30
49559,1983-12-05
49560,1983-12-05
49561,1983-12-05
49567,1983-12-12
49568,1983-12-12
49574,1983-12-19
49578,1983-12-23
49583,1983-12-30
49584,1983-12-30
49585,1983-12-30
49586,1983-12-30
49587,1983-12-30
49588,1983-12-30
49589,1983-12-30
49590,1983-12-30
49591,1983-12-30
49592,1983-12-30
49605,1983-12-30
49611,1984-01-09
49612,1984-01-09
49616,1984-01-12
49619,1984-01-16
49625,1984-01-23
49626,1984-01-23
49630,1984-01-26
49633,1984-01-30
49639,1984-02-06
49640,1984-02-06
49643,1984-02-09
49646,1984-02-13
49652,1984-02-20
49658,1984-02-27
49664,1984-03-05
49668,1984-03-08
49671,1984-03-12
49672,1984-03-12
49676,1984-03-15
49679,1984-03-19
49687,1984-03-26
49691,1984-03-29
49694,1984-04-02
49695,1984-04-02
49696,1984-04-02
49702,1984-04-09
49708,1984-04-16
49709,1984-04-16
49713,1984-04-19
49714,1984-04-19
49715,1984-04-19
49721,1984-04-30
49725,1984-05-03
49727,1984-05-04
49728,1984-05-04
49732,1984-05-10
49735,1984-05-14
49741,1984-05-21
49746,1984-05-24
49748,1984-05-25
49755,1984-06-04
49761,1984-06-11
49762,1984-06-11
49763,1984-06-11
49764,1984-06-11
49768,1984-06-16
49769,1984-12-31
49770,1984-06-16
49771,1984-06-16
49772,1984-06-16
49773,1984-06-16
49774,1984-06-16
49775,1984-06-16
49776,1984-06-16
49777,1984-12-31
49778,1984-12-31
49781,1984-06-18
49787,1984-06-25
49788,1984-06-25
49794,1984-07-02
49800,1984-07-09
49801,1984-07-09
49807,1984-07-16
49813,1984-07-23
49820,1984-07-30
49828,1984-08-06
49830,1984-08-06
49834,1984-08-09
49837,1984-08-13
49838,1984-08-13
49844,1984-08-20
49849,1984-08-24
49850,1984-08-24
49856,1984-09-03
49857,1984-09-03
49863,1984-09-10
49864,1984-09-10
49871,1984-09-17
49877,1984-09-24
49878,1984-09-24
49884,1984-10-01
49890,1984-10-08
49891,1984-10-08
49897,1984-10-15
49898,1984-10-15
49904,1984-10-22
49910,1984-10-29
49911,1984-10-29
49915,1984-11-01
49918,1984-10-05
49919,1984-11-05
49920,1984-11-05
49926,1984-11-12
49927,1984-11-12
49933,1984-11-19
49939,1984-11-26
49940,1984-11-26
49944,1984-11-29
49947,1984-12-03
49951,1984-12-06
49954,1984-12-10
49960,1984-12-17
49969,1984-12-31
49970,1984-06-16
49971,1984-12-31
49972,1984-12-31
49973,1984-12-31
49974,1984-12-31
49975,1984-12-31
49976,1984-12-31
49977,1984-12-31
49978,1984-06-16
49979,1984-06-16
49980,1984-06-16
49981,1984-04-08
49982,1984-06-16
49987,1985-01-07
50003,1985-01-10
50006,1985-01-14
50007,1985-01-14
50017,1985-01-24
50020,1985-01-28
50026,1985-02-04
50032,1985-02-11
50033,1985-02-11
50039,1985-02-18
50043,1985-02-21
50046,1985-02-25
50052,1985-03-04
50053,1985-03-04
50059,1985-03-11
50060,1985-03-11
50066,1985-03-18
50070,1985-03-21
50073,1985-03-25
50077,1985-03-28
50080,1985-04-01
50082,1985-04-02
50085,1985-04-04
50086,1985-04-04
50092,1985-04-15
50093,1985-04-15
50098,1985-04-21
50100,1985-04-22
50106,1985-04-29
50107,1985-04-29
50112,1985-05-03
50116,1985-05-09
50119,1985-05-13
50120,1985-05-13
50121,1985-05-13
50125,1985-05-16
50128,1985-05-20
50132,1985-05-23
50134,1985-05-24
50135,1985-05-24
50141,1985-06-03
50142,1985-06-03
50154,1985-06-15
50155,1985-06-15
50156,1985-06-15
50157,1985-06-15
50158,1985-06-15
50159,1985-06-15
50161,1985-06-15
50162,1985-06-15
50163,1985-06-15
50165,1985-06-17
50166,1985-06-17
50172,1985-06-24
50173,1985-06-24
50179,1985-07-01
50180,1985-07-01
50181,1985-07-01
50187,1985-07-08
50188,1985-07-08
50192,1985-07-11
50195,1985-07-15
50196,1985-07-15
50197,1985-07-15
50201,1985-07-18
50204,1985-07-22
50205,1985-07-22
50209,1985-07-25
50212,1985-07-29
50213,1985-07-29
50214,1985-07-29
50220,1985-08-05
50226,1985-08-12
50230,1985-08-15
50233,1985-08-19
50238,1985-08-23
50244,1985-09-02
50250,1985-09-09
50251,1985-09-09
50255,1985-09-12
50258,1985-09-16
50264,1985-09-23
50265,1985-09-23
50269,1985-09-26
50272,1985-09-30
50273,1985-09-30
50279,1985-10-07
50280,1985-10-07
50286,1985-10-14
50287,1985-10-14
50291,1985-10-17
50294,1985-10-21
50298,1985-10-24
50301,1985-10-28
50361,1985-12-30
50362,1985-12-30
50363,1985-12-30
50364,1985-12-30
50365,1985-12-30
50366,1985-12-30
50367,1985-12-30
50368,1985-12-30
50369,1985-12-30
50370,1985-12-30
50371,1985-12-30
50372,1985-12-30
50373,1985-12-30
50374,1985-12-31
50395,1986-01-09
50398,1986-01-13
50399,1986-01-13
50405,1986-01-20
50406,1986-01-20
50412,1986-01-27
50413,1986-01-27
50417,1986-01-30
50420,1986-02-03
50426,1986-02-10
50433,1986-02-17
50437,1986-02-20
50440,1986-02-24
50445,1986-03-03
50446,1986-03-03
50452,1986-03-10
50453,1986-03-10
50454,1986-03-10
50458,1986-03-13
50461,1986-03-17
50462,1986-03-17
50466,1986-03-20
50469,1986-03-24
50472,1986-03-27
50473,1986-03-27
50479,1986-04-07
50485,1986-04-14
50486,1986-04-14
50487,1986-04-14
50491,1986-04-17
50493,1986-04-18
50495,1986-04-21
50496,1986-04-21
50502,1986-04-28
50503,1986-04-28
50504,1986-04-28
50509,1986-05-02
50515,1986-05-12
50521,1986-05-19
50523,1986-05-21
50525,1986-05-22
50527,1986-05-23
50528,1986-05-23
50531,1986-05-28
50533,1986-05-30
50535,1986-06-02
50539,1986-06-05
50540,1986-06-05
50541,1986-06-05
50542,1986-06-05
50543,1986-06-06
50545,1986-06-09
50546,1986-06-09
50551,1986-06-13
50552,1986-06-13
50553,1986-06-13
50554,1986-06-13
50555,1986-06-13
50556,1986-06-13
50557,1986-06-13
50558,1986-06-13
50559,1986-06-13
50560,1986-06-13
50561,1986-06-13
50562,1986-06-13
50563,1986-06-13
50564,1986-06-13
50565,1986-06-13
50567,1986-06-16
50568,1986-06-16
50569,1986-06-16
50572,1986-06-18
50576,1986-06-23
50577,1986-06-23
50582,1986-06-30
50583,1986-06-30
50589,1986-07-07
50590,1986-07-07
50596,1986-07-14
50597,1986-07-14
50603,1986-07-21
50604,1986-07-21
50606,1986-07-23
50611,1986-07-28
50617,1986-08-04
50618,1986-08-04
50624,1986-08-11
50626,1986-08-13
50630,1986-08-18
50631,1986-08-18
50633,1986-08-20
50636,1986-08-22
50642,1986-09-01
50644,1986-09-03
50646,1986-09-04
50649,1986-09-08
50650,1986-09-08
50656,1986-09-15
50660,1986-09-18
50663,1986-09-22
50669,1986-09-29
50673,1986-10-02
50674,1986-10-02
50677,1986-10-06
50683,1986-10-13
50685,1986-10-15
50687,1986-10-16
50690,1986-10-20
50696,1986-10-27
50702,1986-11-03
50703,1986-11-03
50705,1986-11-05
50709,1986-11-10
50710,1986-11-10
50711,1986-11-10
50712,1986-11-10
50718,1986-11-17
50719,1986-11-17
50720,1986-11-17
50726,1986-11-24
50727,1986-11-24
50729,1986-11-26
50733,1986-12-01
50737,1986-12-04
50740,1986-12-08
50746,1986-12-15
50752,1986-12-22
50753,1986-12-22
50757,1986-12-29
50758,1986-12-29
50764,1986-12-30
50765,1986-12-30
50766,1986-12-30
50767,1986-12-30
50768,1986-12-30
50769,1986-12-30
50770,1986-12-30
50771,1986-12-30
50772,1986-12-30
50773,1986-12-30
50774,1986-12-30
50775,1986-12-30
50776,1986-12-30
50777,1986-12-30
50778,1986-12-30
50793,1987-01-05
50799,1987-01-12
50803,1987-01-16
50806,1987-01-19
50810,1987-01-22
50813,1987-01-26
50819,1987-02-03
50820,1987-02-03
50826,1987-05-09
50828,1987-02-11
50829,1987-02-12
50830,1987-02-12
50831,1987-02-12
50832,1987-02-12
50833,1987-02-13
50835,1987-02-16
50840,1987-02-23
50841,1987-02-23
50845,1987-02-26
50848,1987-03-02
50854,1987-03-09
50855,1987-03-09
50861,1987-03-16
50862,1987-03-17
50868,1987-03-23
50869,1987-03-23
50873,1987-03-27
50874,1987-03-30
50875,1987-03-30
50881,1987-04-06
50882,1987-04-06
50883,1987-04-06
50889,1987-04-13
50890,1987-04-13
50891,1987-04-13
50893,1987-04-15
50896,1987-04-20
50897,1987-04-16
50898,1987-04-21
50907,1987-05-01
50913,1987-05-11
50917,1987-05-14
50919,1987-05-15
50921,1987-05-18
50925,1987-05-21
50927,1987-05-22
50928,1987-05-22
50934,1987-06-01
50940,1987-06-08
50941,1987-06-08
50947,1987-06-12
50948,1987-06-12
50949,1987-06-12
50950,1987-06-12
50951,1987-06-12
50952,1987-06-12
50953,1987-06-12
50954,1987-06-12
50955,1987-06-12
50956,1987-06-12
50958,1987-06-12
50959,1987-06-12
50960,1987-06-12
50961,1987-06-12
50962,1987-06-12
50963,1987-06-12
50965,1987-06-15
50966,1987-06-15
50970,1987-06-19
50972,1987-06-22
50973,1987-06-22
50979,1987-06-29
50980,1987-06-29
50986,1987-07-06
50987,1987-07-06
50993,1987-07-13
50994,1987-07-13
50995,1987-07-13
51001,1987-07-20
51002,1987-07-20
51003,1987-07-20
51004,1987-07-21
51009,1987-07-27
51010,1987-07-27
51013,1987-07-30
51014,1987-07-30
51017,1987-08-03
51018,1987-08-03
51021,1987-08-05
51025,1987-08-10
51029,1987-08-13
51032,1987-08-17
51033,1987-08-17
51039,1987-08-24
51043,1987-08-27
51045,1987-08-28
51046,1987-08-28
51047,1987-08-28
51053,1987-09-07
51054,1987-09-07
51055,1987-09-07
51061,1987-09-14
51067,1987-09-21
51071,1987-09-24
51074,1987-09-28
51078,1987-10-02
51080,1987-10-05
51082,1987-10-07
51086,1987-10-12
51087,1987-10-12
51088,1987-10-12
51089,1987-10-12
51095,1987-10-19
51098,1987-10-22
51100,1987-10-26
51101,1987-10-26
51102,1987-10-26
51103,1987-10-26
51109,1987-11-02
51115,1987-11-09
51121,1987-11-16
51125,1987-11-19
51128,1987-11-23
51129,1987-11-23
51130,1987-11-23
51136,1987-11-30
51137,1987-11-30
51138,1987-11-30
51139,1987-11-30
51145,1987-12-07
51146,1987-12-07
51152,1987-12-14
51158,1987-12-21
51159,1987-12-21
51163,1987-12-24
51171,1987-12-30
51172,1987-12-30
51173,1987-12-30
51174,1987-12-30
51175,1987-12-30
51176,1987-12-30
51177,1987-12-30
51178,1987-12-30
51179,1987-12-30
51180,1987-12-30
51181,1987-12-30
51182,1987-12-30
51183,1987-12-30
51184,1987-12-30
51185,1987-12-31
51188,1988-01-04
51194,1988-01-11
51195,1988-01-11
51201,1988-01-18
51205,1988-01-21
51208,1988-01-25
51209,1988-01-25
51227,1988-02-01
51230,1988-02-04
51231,1988-02-04
51241,1988-02-15
51242,1988-02-15
51248,1988-02-22
51249,1988-02-22
51251,1988-02-24
51253,1988-02-26
51254,1987-02-26
51256,1988-02-29
51262,1988-03-07
51263,1988-03-07
51264,1988-03-07
51267,1988-03-10
51268,1988-03-11
51270,1988-03-14
51271,1988-03-14
51272,1988-03-14
51278,1988-03-21
51284,1988-03-28
51285,1988-03-28
51289,1988-03-31
51295,1988-04-11
51296,1988-04-11
51297,1988-04-11
51298,1988-04-11
51299,1988-04-11
51300,1988-04-11
51306,1988-04-18
51312,1988-08-20
51316,1988-04-25
51317,1988-04-25
51322,1988-04-29
51326,1988-05-06
51328,1988-05-10
51332,1988-05-12
51333,1988-05-12
51336,1988-05-16
51337,1988-05-16
51343,1988-05-23
51344,1988-05-23
51349,1988-05-27
51350,1988-05-27
51351,1988-05-27
51357,1988-06-06
51358,1988-06-06
51359,1988-06-06
51361,1988-06-07
51365,1988-06-10
51366,1988-06-10
51367,1988-06-10
51368,1988-06-10
51369,1988-06-10
51370,1988-06-10
51371,1988-06-10
51372,1988-06-10
51373,1988-06-10
51374,1988-06-10
51375,1988-06-10
51376,1988-06-10
51377,1988-06-10
51379,1988-06-13
51380,1988-06-13
51384,1988-06-17
51386,1988-06-20
51388,1988-06-22
51390,1988-06-23
51393,1988-06-27
51397,1988-07-01
51399,1988-07-04
51400,1988-07-04
51404,1988-07-08
51406,1988-07-11
51407,1988-07-11
51413,1988-07-18
51414,1988-07-18
51420,1988-07-25
51421,1988-07-25
51427,1988-08-02
51433,1988-08-08
51434,1988-08-09
51436,1988-08-10
51438,1988-08-11
51441,1988-08-15
51447,1988-08-22
51448,1988-08-22
51449,1988-08-22
51454,1988-08-26
51460,1988-09-05
51461,1988-09-05
51467,1988-09-12
51471,1988-09-15
51474,1988-09-19
51480,1988-09-26
51481,1988-09-26
51482,1988-09-26
51485,1988-09-29
51488,1988-10-03
51489,1988-10-03
51495,1988-10-10
51496,1988-10-10
51497,1988-10-10
51501,1988-10-13
51504,1988-10-17
51510,1988-10-24
51511,1988-10-24
51515,1988-10-27
51518,1988-10-31
51524,1988-11-07
51530,1988-11-14
51536,1988-11-21
51540,1988-11-24
51543,1988-11-28
51544,1988-11-28
51550,1988-12-05
51551,1988-12-05
51557,1988-12-12
51561,1988-12-15
51564,1988-12-19
51570,1988-12-29
51578,1988-12-30
51579,1988-12-30
51580,1988-12-30
51581,1988-12-30
51582,1988-12-30
51583,1988-12-30
51584,1988-12-30
51585,1988-12-30
51586,1988-12-30
51587,1988-12-30
51588,1988-12-30
51589,1988-12-30
51590,1988-12-30
51603,1988-12-30
51609,1989-01-09
51610,1989-01-09
51612,1989-01-11
51616,1989-01-16
51622,1989-01-23
51626,1989-01-26
51627,1989-01-26
51628,1989-01-26
51631,1989-01-30
51633,1989-02-01
51637,1989-02-06
51638,1989-02-06
51641,1989-02-09
51644,1989-02-13
51650,1989-02-20
51654,1989-02-23
51655,1989-02-24
51657,1989-02-27
51661,1989-03-02
51664,1989-03-06
51665,1989-03-06
51666,1989-03-07
51671,1989-03-13
51672,1989-03-13
51675,1989-03-16
51676,1989-03-16
51677,1989-03-16
51680,1989-03-20
51684,1989-03-23
51690,1989-04-03
51696,1989-04-10
51698,1989-04-10
51699,1989-04-10
51703,1989-04-13
51706,1989-04-17
51710,1989-04-20
51713,1989-04-24
51718,1989-04-28
51719,1989-04-28
51725,1989-05-08
51726,1989-05-08
51732,1989-05-15
51733,1989-05-15
51734,1989-05-15
51735,1989-05-15
51739,1989-05-18
51742,1989-05-22
51745,1989-05-24
51748,1989-05-26
51754,1989-06-05
51758,1989-06-08
51759,1988-06-08
51762,1989-06-12
51766,1989-06-15
51772,1989-06-16
51773,1989-06-16
51774,1989-06-16
51775,1989-06-16
51776,1989-06-16
51777,1989-06-16
51778,1989-06-16
51779,1989-06-16
51780,1989-06-16
51781,1989-06-16
51782,1989-06-16
51783,1989-06-16
51785,1989-06-19
51786,1989-06-19
51792,1989-06-26
51793,1989-06-26
51799,1989-07-03
51805,1989-07-11
51811,1989-07-17
51812,1989-07-17
51818,1989-07-24
51819,1989-07-24
51820,1989-07-24
51826,1989-07-31
51827,1989-07-31
51833,1989-08-07
51834,1989-08-08
51836,1989-08-09
51840,1989-08-14
51842,1989-08-16
51843,1989-08-17
51844,1989-08-17
51847,1989-08-21
51848,1989-08-21
51853,1989-08-28
51854,1989-08-25
51860,1989-09-04
51861,1989-09-04
51864,1989-09-06
51868,1989-09-11
51869,1989-09-11
51875,1989-09-18
51879,1989-09-21
51882,1989-09-25
51883,1989-09-25
51884,1989-09-25
51890,1989-10-02
51896,1989-10-09
51897,1989-10-09
51903,1989-10-16
51904,1989-10-16
51905,1989-10-16
51906,1989-10-16
51912,1989-10-23
51916,1989-10-26
51919,1989-10-30
51920,1989-10-30
51921,1989-10-30
51927,1989-11-06
51931,1989-11-09
51934,1989-11-13
51938,1989-11-16
51939,1989-11-16
51942,1989-11-20
51943,1989-11-21
51948,1989-11-28
51954,1989-12-04
51955,1989-12-04
51956,1989-12-04
51962,1989-12-11
51963,1989-12-11
51969,1989-12-18
51970,1989-12-18
51981,1989-12-29
51982,1989-12-29
51983,1989-12-29
51984,1989-12-29
51985,1989-12-29
51986,1989-12-29
51987,1989-12-29
51988,1989-12-29
51989,1989-12-29
51990,1989-12-29
51991,1989-12-29
51992,1989-12-29
52092,1990-03-30
52099,1990-04-05
52106,1990-04-10
52114,1990-04-20
52129,1990-05-03
52131,1990-05-08
52137,1990-05-14
52138,1990-05-15
52144,1990-05-21
52145,1990-05-22
52149,1990-05-24
52151,1990-05-25
52155,1990-05-31
52200,1990-07-02
52206,1990-07-09
52212,1990-07-16
52218,1990-07-23
52219,1990-07-23
52220,1990-07-23
52221,1990-07-24
52222,1990-07-25
52224,1990-07-26
52227,1990-07-30
52228,1990-07-30
52232,1990-08-02
52235,1990-08-06
52239,1990-08-09
52240,1990-08-10
52242,1990-08-13
52248,1990-08-20
52249,1990-08-20
52250,1990-08-21
52254,1990-08-24
52259,1990-08-31
52261,1990-09-03
52262,1990-09-03
52268,1990-09-10
52274,1990-09-17
52280,1990-09-24
52281,1990-09-24
52285,1990-09-27
52288,1990-10-01
52289,1990-10-01
52295,1990-10-08
52297,1990-10-10
52301,1990-10-15
52302,1990-10-15
52308,1990-10-22
52309,1990-10-22
52311,1990-10-23
52314,1990-10-25
52317,1990-10-29
52323,1990-11-05
52324,1990-11-05
52325,1990-11-05
52326,1990-11-05
52328,1990-11-07
52329,1990-11-08
52332,1990-11-12
52333,1990-11-12
52339,1990-11-19
52345,1990-11-26
52346,1990-11-26
52347,1990-11-26
52353,1990-12-03
52359,1990-12-10
52365,1990-12-17
52366,1990-12-17
52369,1990-12-19
52371,1990-12-21
52382,1990-12-28
52383,1990-12-28
52384,1990-12-28
52385,1990-12-28
52386,1990-12-28
52387,1990-12-28
52388,1990-12-28
52389,1990-12-28
52390,1990-12-28
52391,1990-12-28
52392,1990-12-28
52393,1990-12-28
52394,1990-12-28
52410,1991-01-03
52411,1991-01-03
52414,1991-01-07
52420,1991-01-14
52421,1991-01-14
52427,1991-01-21
52433,1991-01-28
52434,1991-01-28
52440,1991-02-04
52446,1991-02-11
52452,1991-02-19
52458,1991-02-26
52462,1991-02-28
52465,1991-03-04
52471,1991-03-11
52472,1991-03-11
52476,1991-03-15
52478,1991-03-18
52481,1991-03-20
52485,1991-03-25
52489,1991-03-28
52493,1991-04-04
52496,1991-04-08
52497,1991-04-08
52498,1991-04-08
52504,1991-04-15
52508,1991-04-19
52509,1991-04-19
52511,1991-04-22
